currency_pair_cd,execution_dt,execution_id,execution_price,filled_quantity,id,is_cs,markup,open_close,order_id,original_price,sequence_number,side,update_date
BTC_JPY,'2018-11-29 09:20:47,'2018112900014933986,480847.29,0.00086846,6534320,0,0,,'2018112900106715473,0,118596,3,'2018-11-29 18:20:47
BTC_JPY,'2018-11-29 09:24:07,'2018112900014934035,484940.63,0.00044058,6534396,0,0,,'2018112900106715499,0,118597,3,'2018-11-29 18:24:07
BTC_JPY,'2018-11-29 09:24:07,'2018112900014934036,485000,0.001,6534397,1,0,,'2018112900106715499,0,118598,3,'2018-11-29 18:24:07
BTC_JPY,'2018-11-29 09:24:07,'2018112900014934036,485000,0.001,6534398,1,0,,'2018112900106715366,0,118599,1,'2018-11-29 18:24:07
BTC_JPY,'2018-11-29 09:24:07,'2018112900014934037,485105.67,0.01755942,6534399,0,0,,'2018112900106715499,0,118600,3,'2018-11-29 18:24:07
BTC_JPY,'2018-11-29 09:24:32,'2018112900014934047,482999.49,0.2938162,6534412,0,0,,'2018112900106715502,0,118601,1,'2018-11-29 18:24:32
BTC_JPY,'2018-11-29 09:24:32,'2018112900014934048,482932.85,0.7061838,6534413,0,0,,'2018112900106715502,0,118602,1,'2018-11-29 18:24:32
BTC_JPY,'2018-11-29 09:25:00,'2018112900014934057,484000,0.1,6534429,1,0,,'2018112900106715508,0,118603,1,'2018-11-29 18:25:00
BTC_JPY,'2018-11-29 09:25:00,'2018112900014934057,484000,0.1,6534430,1,0,,'2018112900106715507,0,118604,3,'2018-11-29 18:25:00
BTC_JPY,'2018-11-29 09:25:01,'2018112900014934059,484000,0.19999999999999998,6534433,1,0,,'2018112900106715509,0,118605,1,'2018-11-29 18:25:01
BTC_JPY,'2018-11-29 09:25:01,'2018112900014934059,484000,0.19999999999999998,6534434,1,0,,'2018112900106715507,0,118606,3,'2018-11-29 18:25:01
BTC_JPY,'2018-11-29 09:25:10,'2018112900014934065,484337.75,0.8,6534437,0,0,,'2018112900106715511,0,118607,3,'2018-11-29 18:25:10
BTC_JPY,'2018-11-29 09:26:31,'2018112900014934085,484203.65,3,6534450,0,0,,'2018112900106715521,0,118608,3,'2018-11-29 18:26:31
BTC_JPY,'2018-11-29 09:27:00,'2018112900014934092,484253.65,0.01,6534452,1,0,,'2018112900106715525,0,118609,1,'2018-11-29 18:27:00
BTC_JPY,'2018-11-29 09:27:00,'2018112900014934092,484253.65,0.01,6534453,1,0,,'2018112900106715524,0,118610,3,'2018-11-29 18:27:00
BTC_JPY,'2018-11-29 09:27:40,'2018112900014934105,485353,0.031,6534454,0,0,,'2018112900106715532,0,118611,3,'2018-11-29 18:27:40
BTC_JPY,'2018-11-29 09:27:47,'2018112900014934109,485353,0.075,6534455,0,0,,'2018112900106715535,0,118612,3,'2018-11-29 18:27:47
BTC_JPY,'2018-11-29 09:27:49,'2018112900014934112,484852.5,0.01,6534456,1,0,,'2018112900106715537,0,8292,1,'2018-11-29 18:27:49
BTC_JPY,'2018-11-29 09:27:49,'2018112900014934112,484852.5,0.01,6534457,1,0,,'2018112900106715531,0,8293,3,'2018-11-29 18:27:49
BTC_JPY,'2018-11-29 09:28:17,'2018112900014934118,484810.07,1.48,6534458,0,0,,'2018112900106715540,0,118613,1,'2018-11-29 18:28:17
BTC_JPY,'2018-11-29 09:29:16,'2018112900014934126,485252.13,0.04,6534482,0,0,,'2018112900106715544,0,118614,3,'2018-11-29 18:29:16
BTC_JPY,'2018-11-29 09:29:16,'2018112900014934129,485252.13,0.0824,6534483,0,0,,'2018112900106715545,0,118615,3,'2018-11-29 18:29:16
BTC_JPY,'2018-11-29 09:29:47,'2018112900014934137,485252.13,0.9595,6534487,0,0,,'2018112900106715549,0,118616,3,'2018-11-29 18:29:47
BTC_JPY,'2018-11-29 09:30:29,'2018112900014934149,484941.55,1.32624989,6534494,0,0,,'2018112900106715554,0,118617,1,'2018-11-29 18:30:29
BTC_JPY,'2018-11-29 09:30:29,'2018112900014934150,484671.03,0.0037501100000001397,6534495,1,0,,'2018112900106715554,0,118618,1,'2018-11-29 18:30:29
BTC_JPY,'2018-11-29 09:30:29,'2018112900014934150,484671.03,0.0037501100000001397,6534496,1,0,,'2018112900106715530,0,118619,3,'2018-11-29 18:30:29
BTC_JPY,'2018-11-29 09:31:04,'2018112900014934158,485039.23,1.68,6534509,0,0,,'2018112900106715558,0,118620,1,'2018-11-29 18:31:04
BTC_JPY,'2018-11-29 09:31:22,'2018112900014934162,484957.59,0.01,6534510,0,0,,'2018112900106715560,0,118621,3,'2018-11-29 18:31:22
BTC_JPY,'2018-11-29 09:31:51,'2018112900014934169,484857.98,0.0937,6534513,0,0,,'2018112900106715564,0,118622,1,'2018-11-29 18:31:51
BTC_JPY,'2018-11-29 09:31:52,'2018112900014934171,484857.98,0.81865977,6534514,0,0,,'2018112900106715565,0,118623,1,'2018-11-29 18:31:52
BTC_JPY,'2018-11-29 09:31:52,'2018112900014934172,484762.13,0.0247,6534515,1,0,,'2018112900106715565,0,118624,1,'2018-11-29 18:31:52
BTC_JPY,'2018-11-29 09:31:52,'2018112900014934172,484762.13,0.0247,6534516,1,0,,'2018112900106715562,0,118625,3,'2018-11-29 18:31:52
BTC_JPY,'2018-11-29 09:31:52,'2018112900014934173,484671.03,0.0062498899999998605,6534517,1,0,,'2018112900106715565,0,118626,1,'2018-11-29 18:31:52
BTC_JPY,'2018-11-29 09:31:52,'2018112900014934173,484671.03,0.0062498899999998605,6534518,1,0,,'2018112900106715530,0,118627,3,'2018-11-29 18:31:52
BTC_JPY,'2018-11-29 09:32:17,'2018112900014934181,485097.49,2.81,6534520,0,0,,'2018112900106715568,0,118628,1,'2018-11-29 18:32:17
BTC_JPY,'2018-11-29 09:32:36,'2018112900014934188,485610.4,0.5,6534527,0,0,,'2018112900106715571,0,118629,3,'2018-11-29 18:32:36
BTC_JPY,'2018-11-29 09:34:07,'2018112900014934203,485354.65,3,6534539,0,0,,'2018112900106715581,0,118630,1,'2018-11-29 18:34:07
BTC_JPY,'2018-11-29 09:35:06,'2018112900014934219,485657.76,0.00046291,6534562,0,0,,'2018112900106715589,0,118631,3,'2018-11-29 18:35:06
BTC_JPY,'2018-11-29 09:35:06,'2018112900014934220,485865.38,0.39953709000000004,6534563,0,0,,'2018112900106715589,0,118632,3,'2018-11-29 18:35:06
BTC_JPY,'2018-11-29 09:35:28,'2018112900014934227,485500,0.35,6534578,1,0,,'2018112900106715592,0,118633,1,'2018-11-29 18:35:28
BTC_JPY,'2018-11-29 09:35:28,'2018112900014934227,485500,0.35,6534579,1,0,,'2018112900106715580,0,118634,3,'2018-11-29 18:35:28
BTC_JPY,'2018-11-29 09:35:32,'2018112900014934229,485500,0.01,6534582,1,0,,'2018112900106715593,0,118635,1,'2018-11-29 18:35:32
BTC_JPY,'2018-11-29 09:35:32,'2018112900014934229,485500,0.01,6534583,1,0,,'2018112900106715580,0,118636,3,'2018-11-29 18:35:32
BTC_JPY,'2018-11-29 09:35:34,'2018112900014934231,485500,0.04,6534584,1,0,,'2018112900106715594,0,118637,1,'2018-11-29 18:35:34
BTC_JPY,'2018-11-29 09:35:34,'2018112900014934231,485500,0.04,6534585,1,0,,'2018112900106715580,0,118638,3,'2018-11-29 18:35:34
BTC_JPY,'2018-11-29 09:35:35,'2018112900014934233,485500,0.01,6534586,1,0,,'2018112900106715595,0,118639,1,'2018-11-29 18:35:35
BTC_JPY,'2018-11-29 09:35:35,'2018112900014934233,485500,0.01,6534587,1,0,,'2018112900106715580,0,118640,3,'2018-11-29 18:35:35
BTC_JPY,'2018-11-29 09:35:36,'2018112900014934235,485500,0.02,6534588,1,0,,'2018112900106715596,0,118641,1,'2018-11-29 18:35:36
BTC_JPY,'2018-11-29 09:35:36,'2018112900014934235,485500,0.02,6534589,1,0,,'2018112900106715580,0,118642,3,'2018-11-29 18:35:36
BTC_JPY,'2018-11-29 09:35:37,'2018112900014934238,485500,0.00030215,6534590,0,0,,'2018112900106715580,0,118643,3,'2018-11-29 18:35:37
BTC_JPY,'2018-11-29 09:35:39,'2018112900014934240,485500,0.00081026,6534591,0,0,,'2018112900106715580,0,118644,3,'2018-11-29 18:35:39
BTC_JPY,'2018-11-29 09:35:39,'2018112900014934241,485500,0.00062325,6534592,0,0,,'2018112900106715580,0,118645,3,'2018-11-29 18:35:39
BTC_JPY,'2018-11-29 09:35:42,'2018112900014934242,485500,0.04,6534593,1,0,,'2018112900106715597,0,118646,1,'2018-11-29 18:35:42
BTC_JPY,'2018-11-29 09:35:42,'2018112900014934242,485500,0.04,6534594,1,0,,'2018112900106715580,0,118647,3,'2018-11-29 18:35:42
BTC_JPY,'2018-11-29 09:35:44,'2018112900014934244,485500,0.00068939,6534595,0,0,,'2018112900106715580,0,118648,3,'2018-11-29 18:35:44
BTC_JPY,'2018-11-29 09:35:51,'2018112900014934247,485500,0.04,6534600,1,0,,'2018112900106715600,0,118649,1,'2018-11-29 18:35:51
BTC_JPY,'2018-11-29 09:35:51,'2018112900014934247,485500,0.04,6534601,1,0,,'2018112900106715580,0,118650,3,'2018-11-29 18:35:51
BTC_JPY,'2018-11-29 09:35:51,'2018112900014934249,485500,0.00068987,6534602,0,0,,'2018112900106715580,0,118651,3,'2018-11-29 18:35:51
BTC_JPY,'2018-11-29 09:35:55,'2018112900014934250,485500,0.00073867,6534603,0,0,,'2018112900106715580,0,118652,3,'2018-11-29 18:35:55
BTC_JPY,'2018-11-29 09:35:55,'2018112900014934251,485500,0.00026189,6534604,0,0,,'2018112900106715580,0,118653,3,'2018-11-29 18:35:55
BTC_JPY,'2018-11-29 09:35:58,'2018112900014934252,485865.38,0.008,6534605,0,0,,'2018112900106715601,0,118654,3,'2018-11-29 18:35:58
BTC_JPY,'2018-11-29 09:36:00,'2018112900014934254,485500,0.04,6534606,1,0,,'2018112900106715602,0,118655,1,'2018-11-29 18:36:00
BTC_JPY,'2018-11-29 09:36:00,'2018112900014934254,485500,0.04,6534607,1,0,,'2018112900106715580,0,118656,3,'2018-11-29 18:36:00
BTC_JPY,'2018-11-29 09:36:08,'2018112900014934257,485500,0.04,6534610,1,0,,'2018112900106715603,0,118657,1,'2018-11-29 18:36:08
BTC_JPY,'2018-11-29 09:36:08,'2018112900014934257,485500,0.04,6534611,1,0,,'2018112900106715580,0,118658,3,'2018-11-29 18:36:08
BTC_JPY,'2018-11-29 09:36:17,'2018112900014934259,485500,0.04,6534612,1,0,,'2018112900106715604,0,118659,1,'2018-11-29 18:36:17
BTC_JPY,'2018-11-29 09:36:17,'2018112900014934259,485500,0.04,6534613,1,0,,'2018112900106715580,0,118660,3,'2018-11-29 18:36:17
BTC_JPY,'2018-11-29 09:36:26,'2018112900014934261,485500,0.01,6534614,1,0,,'2018112900106715605,0,118661,1,'2018-11-29 18:36:26
BTC_JPY,'2018-11-29 09:36:26,'2018112900014934261,485500,0.01,6534615,1,0,,'2018112900106715580,0,118662,3,'2018-11-29 18:36:26
BTC_JPY,'2018-11-29 09:36:32,'2018112900014934263,485500,0.01,6534619,1,0,,'2018112900106715606,0,118663,1,'2018-11-29 18:36:32
BTC_JPY,'2018-11-29 09:36:32,'2018112900014934263,485500,0.01,6534620,1,0,,'2018112900106715580,0,118664,3,'2018-11-29 18:36:32
BTC_JPY,'2018-11-29 09:36:41,'2018112900014934267,485500,0.04,6534623,1,0,,'2018112900106715607,0,118665,1,'2018-11-29 18:36:41
BTC_JPY,'2018-11-29 09:36:41,'2018112900014934267,485500,0.04,6534624,1,0,,'2018112900106715580,0,118666,3,'2018-11-29 18:36:41
BTC_JPY,'2018-11-29 09:36:48,'2018112900014934271,485500,0.01,6534626,1,0,,'2018112900106715610,0,118667,1,'2018-11-29 18:36:48
BTC_JPY,'2018-11-29 09:36:48,'2018112900014934271,485500,0.01,6534627,1,0,,'2018112900106715580,0,118668,3,'2018-11-29 18:36:48
BTC_JPY,'2018-11-29 09:36:57,'2018112900014934274,485500,0.04,6534628,1,0,,'2018112900106715612,0,118669,1,'2018-11-29 18:36:57
BTC_JPY,'2018-11-29 09:36:57,'2018112900014934274,485500,0.04,6534629,1,0,,'2018112900106715580,0,118670,3,'2018-11-29 18:36:57
BTC_JPY,'2018-11-29 09:37:04,'2018112900014934276,485500,0.02,6534630,1,0,,'2018112900106715613,0,118671,1,'2018-11-29 18:37:04
BTC_JPY,'2018-11-29 09:37:04,'2018112900014934276,485500,0.02,6534631,1,0,,'2018112900106715580,0,118672,3,'2018-11-29 18:37:04
BTC_JPY,'2018-11-29 09:37:12,'2018112900014934278,485500,0.04,6534633,1,0,,'2018112900106715614,0,118673,1,'2018-11-29 18:37:12
BTC_JPY,'2018-11-29 09:37:12,'2018112900014934278,485500,0.04,6534634,1,0,,'2018112900106715580,0,118674,3,'2018-11-29 18:37:12
BTC_JPY,'2018-11-29 09:37:20,'2018112900014934280,485500,0.0103,6534635,1,0,,'2018112900106715615,0,118675,1,'2018-11-29 18:37:20
BTC_JPY,'2018-11-29 09:37:20,'2018112900014934280,485500,0.0103,6534636,1,0,,'2018112900106715580,0,118676,3,'2018-11-29 18:37:20
BTC_JPY,'2018-11-29 09:37:27,'2018112900014934282,485500,0.04,6534639,1,0,,'2018112900106715616,0,118677,1,'2018-11-29 18:37:27
BTC_JPY,'2018-11-29 09:37:27,'2018112900014934282,485500,0.04,6534640,1,0,,'2018112900106715580,0,118678,3,'2018-11-29 18:37:27
BTC_JPY,'2018-11-29 09:37:35,'2018112900014934284,485500,0.04,6534641,1,0,,'2018112900106715617,0,118679,1,'2018-11-29 18:37:35
BTC_JPY,'2018-11-29 09:37:35,'2018112900014934284,485500,0.04,6534642,1,0,,'2018112900106715580,0,118680,3,'2018-11-29 18:37:35
BTC_JPY,'2018-11-29 09:37:38,'2018112900014934286,485500,0.02,6534643,1,0,,'2018112900106715618,0,118681,1,'2018-11-29 18:37:38
BTC_JPY,'2018-11-29 09:37:38,'2018112900014934286,485500,0.02,6534644,1,0,,'2018112900106715580,0,118682,3,'2018-11-29 18:37:38
BTC_JPY,'2018-11-29 09:37:43,'2018112900014934288,485500,0.04,6534646,1,0,,'2018112900106715619,0,118683,1,'2018-11-29 18:37:43
BTC_JPY,'2018-11-29 09:37:43,'2018112900014934288,485500,0.04,6534647,1,0,,'2018112900106715580,0,118684,3,'2018-11-29 18:37:43
BTC_JPY,'2018-11-29 09:37:49,'2018112900014934290,485500,0.045584520000000094,6534648,0,0,,'2018112900106715580,0,118685,3,'2018-11-29 18:37:49
BTC_JPY,'2018-11-29 09:38:04,'2018112900014934297,484943.11,0.00077419,6534650,0,0,,'2018112900106715622,0,118686,3,'2018-11-29 18:38:04
BTC_JPY,'2018-11-29 09:38:04,'2018112900014934298,485500,0.00422581,6534651,1,0,,'2018112900106715622,0,118687,3,'2018-11-29 18:38:04
BTC_JPY,'2018-11-29 09:38:04,'2018112900014934298,485500,0.00422581,6534652,1,0,,'2018112900106715620,0,118688,1,'2018-11-29 18:38:04
BTC_JPY,'2018-11-29 09:38:17,'2018112900014934303,485238.17,0.02,6534656,0,0,,'2018112900106715625,0,8294,3,'2018-11-29 18:38:17
BTC_JPY,'2018-11-29 09:38:54,'2018112900014934313,485172.64,0.00060279,6534663,0,0,,'2018112900106715630,0,118689,3,'2018-11-29 18:38:54
BTC_JPY,'2018-11-29 09:38:54,'2018112900014934314,485238.17,0.44069721,6534664,0,0,,'2018112900106715630,0,118690,3,'2018-11-29 18:38:54
BTC_JPY,'2018-11-29 09:39:26,'2018112900014934322,484987.63,0.021,6534671,0,0,,'2018112900106715634,0,118691,3,'2018-11-29 18:39:26
BTC_JPY,'2018-11-29 09:39:37,'2018112900014934326,485230.91,0.0087,6534672,0,0,,'2018112900106715636,0,118692,3,'2018-11-29 18:39:37
BTC_JPY,'2018-11-29 09:39:53,'2018112900014934332,485500,0.03577419,6534681,1,0,,'2018112900106715640,0,118693,3,'2018-11-29 18:39:53
BTC_JPY,'2018-11-29 09:39:53,'2018112900014934332,485500,0.03577419,6534682,1,0,,'2018112900106715620,0,118694,1,'2018-11-29 18:39:53
BTC_JPY,'2018-11-29 09:39:53,'2018112900014934333,486000,0.99422581,6534683,1,0,,'2018112900106715640,0,118695,3,'2018-11-29 18:39:53
BTC_JPY,'2018-11-29 09:39:53,'2018112900014934333,486000,0.99422581,6534684,1,0,,'2018112900106715548,0,118696,1,'2018-11-29 18:39:53
BTC_JPY,'2018-11-29 09:40:40,'2018112900014934344,486000,0.005774190000000012,6534706,1,0,,'2018112900106715646,0,118697,3,'2018-11-29 18:40:40
BTC_JPY,'2018-11-29 09:40:40,'2018112900014934344,486000,0.005774190000000012,6534707,1,0,,'2018112900106715548,0,118698,1,'2018-11-29 18:40:40
BTC_JPY,'2018-11-29 09:40:48,'2018112900014934350,486713.44,0.0968,6534708,0,0,,'2018112900106715649,0,118699,3,'2018-11-29 18:40:48
BTC_JPY,'2018-11-29 09:40:51,'2018112900014934353,486713.44,0.45,6534709,0,0,,'2018112900106715650,0,118700,3,'2018-11-29 18:40:51
BTC_JPY,'2018-11-29 09:41:42,'2018112900014934364,486746.1,0.0926,6534714,0,0,,'2018112900106715656,0,118701,3,'2018-11-29 18:41:42
BTC_JPY,'2018-11-29 09:41:48,'2018112900014934366,486746.1,0.01,6534717,0,0,,'2018112900106715657,0,118702,3,'2018-11-29 18:41:48
BTC_JPY,'2018-11-29 09:41:59,'2018112900014934369,486648.65,0.008,6534726,0,0,,'2018112900106715659,0,118703,3,'2018-11-29 18:41:59
BTC_JPY,'2018-11-29 09:42:32,'2018112900014934373,486826.13,0.00013615,6534731,0,0,,'2018112900106715661,0,118704,3,'2018-11-29 18:42:32
BTC_JPY,'2018-11-29 09:42:32,'2018112900014934374,486941.99,0.03946385,6534732,0,0,,'2018112900106715661,0,118705,3,'2018-11-29 18:42:32
BTC_JPY,'2018-11-29 09:42:58,'2018112900014934378,486708.36,0.00053368,6534741,0,0,,'2018112900106715663,0,118706,3,'2018-11-29 18:42:58
BTC_JPY,'2018-11-29 09:42:58,'2018112900014934379,486941.99,0.29946632,6534742,0,0,,'2018112900106715663,0,118707,3,'2018-11-29 18:42:58
BTC_JPY,'2018-11-29 09:43:19,'2018112900014934382,487642.69,0.01,6534745,0,0,,'2018112900106715665,0,118708,3,'2018-11-29 18:43:19
BTC_JPY,'2018-11-29 09:43:53,'2018112900014934391,487642.69,1,6534762,0,0,,'2018112900106715669,0,118709,3,'2018-11-29 18:43:53
BTC_JPY,'2018-11-29 09:44:46,'2018112900014934403,486650,0.5,6534773,1,0,,'2018112900106715675,0,118710,1,'2018-11-29 18:44:46
BTC_JPY,'2018-11-29 09:44:46,'2018112900014934403,486650,0.5,6534774,1,0,,'2018112900106715662,0,118711,3,'2018-11-29 18:44:46
BTC_JPY,'2018-11-29 09:44:56,'2018112900014934408,486161.9,0.0006772,6534776,0,0,,'2018112900106715677,0,118712,1,'2018-11-29 18:44:56
BTC_JPY,'2018-11-29 09:45:13,'2018112900014934414,486100,0.22,6534778,1,0,,'2018112900106715680,0,118713,1,'2018-11-29 18:45:13
BTC_JPY,'2018-11-29 09:45:13,'2018112900014934414,486100,0.22,6534779,1,0,,'2018112900106715658,0,118714,3,'2018-11-29 18:45:13
BTC_JPY,'2018-11-29 09:46:05,'2018112900014934416,486100,0.007000000000000006,6534786,1,0,,'2018112900106715681,0,118715,1,'2018-11-29 18:46:05
BTC_JPY,'2018-11-29 09:46:05,'2018112900014934416,486100,0.007000000000000006,6534787,1,0,,'2018112900106715658,0,118716,3,'2018-11-29 18:46:05
BTC_JPY,'2018-11-29 09:46:11,'2018112900014934418,485550,0.303,6534788,0,0,,'2018112900106715681,0,118717,1,'2018-11-29 18:46:11
BTC_JPY,'2018-11-29 09:48:02,'2018112900014934442,485550,0.04,6534817,1,0,,'2018112900106715692,0,118718,1,'2018-11-29 18:48:02
BTC_JPY,'2018-11-29 09:48:02,'2018112900014934442,485550,0.04,6534818,1,0,,'2018112900106715683,0,118719,3,'2018-11-29 18:48:02
BTC_JPY,'2018-11-29 09:49:31,'2018112900014934461,485000,0.1,6534823,1,0,,'2018112900106715701,0,118720,1,'2018-11-29 18:49:31
BTC_JPY,'2018-11-29 09:49:31,'2018112900014934461,485000,0.1,6534824,1,0,,'2018112900106715648,0,118721,3,'2018-11-29 18:49:31
BTC_JPY,'2018-11-29 09:50:37,'2018112900014934475,486049.44,0.001,6534827,0,0,,'2018112900106715708,0,118722,3,'2018-11-29 18:50:37
BTC_JPY,'2018-11-29 09:50:48,'2018112900014934478,485238.16,0.04,6534830,0,0,,'2018112900106715709,0,118723,1,'2018-11-29 18:50:48
BTC_JPY,'2018-11-29 09:51:08,'2018112900014934483,485279.51,0.00091895,6534837,0,0,,'2018112900106715712,0,118724,1,'2018-11-29 18:51:08
BTC_JPY,'2018-11-29 09:51:08,'2018112900014934484,485238.16,0.03908105,6534838,0,0,,'2018112900106715712,0,118725,1,'2018-11-29 18:51:08
BTC_JPY,'2018-11-29 09:51:17,'2018112900014934488,485238.16,0.04,6534841,0,0,,'2018112900106715714,0,118726,1,'2018-11-29 18:51:17
BTC_JPY,'2018-11-29 09:51:21,'2018112900014934492,485238.16,0.02,6534842,0,0,,'2018112900106715716,0,8295,1,'2018-11-29 18:51:21
BTC_JPY,'2018-11-29 09:51:26,'2018112900014934494,485238.16,0.04,6534845,0,0,,'2018112900106715717,0,118727,1,'2018-11-29 18:51:26
BTC_JPY,'2018-11-29 09:52:31,'2018112900014934509,486092.04,0.03,6534854,0,0,,'2018112900106715690,0,118728,1,'2018-11-29 18:52:31
BTC_JPY,'2018-11-29 09:55:03,'2018112900014934538,486359.19,0.0002,6534885,0,0,,'2018112900106715740,0,118729,3,'2018-11-29 18:55:03
BTC_JPY,'2018-11-29 09:55:29,'2018112900014934541,486359.19,0.0001,6534886,0,0,,'2018112900106715741,0,118730,3,'2018-11-29 18:55:29
BTC_JPY,'2018-11-29 09:55:37,'2018112900014934543,486359.19,0.00037024000000000003,6534887,0,0,,'2018112900106715742,0,118731,3,'2018-11-29 18:55:37
BTC_JPY,'2018-11-29 09:55:37,'2018112900014934544,487032.89,0.01962976,6534888,0,0,,'2018112900106715742,0,118732,3,'2018-11-29 18:55:37
BTC_JPY,'2018-11-29 09:56:18,'2018112900014934558,486058,0.04,6534889,1,0,,'2018112900106715749,0,8296,3,'2018-11-29 18:56:18
BTC_JPY,'2018-11-29 09:56:18,'2018112900014934558,486058,0.04,6534890,1,0,,'2018112900106715746,0,8297,1,'2018-11-29 18:56:18
BTC_JPY,'2018-11-29 09:56:18,'2018112900014934559,486819.34,0.00086694,6534891,0,0,,'2018112900106715749,0,8298,3,'2018-11-29 18:56:18
BTC_JPY,'2018-11-29 09:56:18,'2018112900014934560,487032.89,0.05913306000000001,6534892,0,0,,'2018112900106715749,0,8299,3,'2018-11-29 18:56:18
BTC_JPY,'2018-11-29 09:56:48,'2018112900014934565,485500,0.00091987,6534893,0,0,,'2018112900106715691,0,118733,3,'2018-11-29 18:56:48
BTC_JPY,'2018-11-29 09:57:33,'2018112900014934572,485500,0.04,6534898,1,0,,'2018112900106715755,0,118734,1,'2018-11-29 18:57:33
BTC_JPY,'2018-11-29 09:57:33,'2018112900014934572,485500,0.04,6534899,1,0,,'2018112900106715691,0,118735,3,'2018-11-29 18:57:33
BTC_JPY,'2018-11-29 09:57:42,'2018112900014934575,485500,0.04,6534900,1,0,,'2018112900106715757,0,118736,1,'2018-11-29 18:57:42
BTC_JPY,'2018-11-29 09:57:42,'2018112900014934575,485500,0.04,6534901,1,0,,'2018112900106715691,0,118737,3,'2018-11-29 18:57:42
BTC_JPY,'2018-11-29 09:57:48,'2018112900014934579,485500,0.02,6534903,1,0,,'2018112900106715758,0,118738,1,'2018-11-29 18:57:48
BTC_JPY,'2018-11-29 09:57:48,'2018112900014934579,485500,0.02,6534904,1,0,,'2018112900106715691,0,118739,3,'2018-11-29 18:57:48
BTC_JPY,'2018-11-29 09:57:49,'2018112900014934581,485500,0.04,6534905,1,0,,'2018112900106715759,0,118740,1,'2018-11-29 18:57:49
BTC_JPY,'2018-11-29 09:57:49,'2018112900014934581,485500,0.04,6534906,1,0,,'2018112900106715691,0,118741,3,'2018-11-29 18:57:49
BTC_JPY,'2018-11-29 09:57:50,'2018112900014934583,485500,2.45908013,6534907,0,0,,'2018112900106715691,0,118742,3,'2018-11-29 18:57:50
BTC_JPY,'2018-11-29 09:58:07,'2018112900014934589,485092.23,0.02,6534917,0,0,,'2018112900106715764,0,118743,3,'2018-11-29 18:58:07
BTC_JPY,'2018-11-29 09:58:35,'2018112900014934597,485000,0.04,6534918,1,0,,'2018112900106715769,0,118744,1,'2018-11-29 18:58:35
BTC_JPY,'2018-11-29 09:58:35,'2018112900014934597,485000,0.04,6534919,1,0,,'2018112900106715648,0,118745,3,'2018-11-29 18:58:35
BTC_JPY,'2018-11-29 09:58:43,'2018112900014934601,485000,0.03,6534932,1,0,,'2018112900106715771,0,118746,1,'2018-11-29 18:58:43
BTC_JPY,'2018-11-29 09:58:43,'2018112900014934601,485000,0.03,6534933,1,0,,'2018112900106715648,0,118747,3,'2018-11-29 18:58:43
BTC_JPY,'2018-11-29 09:58:50,'2018112900014934605,485000,0.04,6534934,1,0,,'2018112900106715773,0,118748,1,'2018-11-29 18:58:50
BTC_JPY,'2018-11-29 09:58:50,'2018112900014934605,485000,0.04,6534935,1,0,,'2018112900106715648,0,118749,3,'2018-11-29 18:58:50
BTC_JPY,'2018-11-29 09:58:58,'2018112900014934607,485000,0.7899999999999999,6534938,0,0,,'2018112900106715648,0,118750,3,'2018-11-29 18:58:58
BTC_JPY,'2018-11-29 09:58:58,'2018112900014934608,485000,0.2,6534939,0,0,,'2018112900106715700,0,118751,3,'2018-11-29 18:58:58
BTC_JPY,'2018-11-29 09:59:26,'2018112900014934620,484362.39,0.04,6534945,0,0,,'2018112900106715779,0,118752,1,'2018-11-29 18:59:26
BTC_JPY,'2018-11-29 09:59:45,'2018112900014934625,484000,0.04,6534946,1,0,,'2018112900106715783,0,118753,1,'2018-11-29 18:59:45
BTC_JPY,'2018-11-29 09:59:45,'2018112900014934625,484000,0.04,6534947,1,0,,'2018112900106715577,0,118754,3,'2018-11-29 18:59:45
BTC_JPY,'2018-11-29 09:59:55,'2018112900014934629,484000,0.04,6534948,1,0,,'2018112900106715784,0,118755,1,'2018-11-29 18:59:55
BTC_JPY,'2018-11-29 09:59:55,'2018112900014934629,484000,0.04,6534949,1,0,,'2018112900106715577,0,118756,3,'2018-11-29 18:59:55
BTC_JPY,'2018-11-29 10:00:28,'2018112900014934632,484576.38,0.59,6534956,0,0,,'2018112900106715786,0,118757,3,'2018-11-29 19:00:28
BTC_JPY,'2018-11-29 10:00:39,'2018112900014934635,484370,0.1,6534957,1,0,,'2018112900106715788,0,118758,3,'2018-11-29 19:00:39
BTC_JPY,'2018-11-29 10:00:39,'2018112900014934635,484370,0.1,6534958,1,0,,'2018112900106715787,0,118759,1,'2018-11-29 19:00:39
BTC_JPY,'2018-11-29 10:00:39,'2018112900014934636,484576.38,2.9,6534959,0,0,,'2018112900106715788,0,118760,3,'2018-11-29 19:00:39
BTC_JPY,'2018-11-29 10:00:50,'2018112900014934638,484576.38,0.97,6534960,0,0,,'2018112900106715789,0,118761,3,'2018-11-29 19:00:50
BTC_JPY,'2018-11-29 10:01:59,'2018112900014934648,485000,0.04,6534966,1,0,,'2018112900106715795,0,118762,3,'2018-11-29 19:01:59
BTC_JPY,'2018-11-29 10:01:59,'2018112900014934648,485000,0.04,6534967,1,0,,'2018112900106715775,0,118763,1,'2018-11-29 19:01:59
BTC_JPY,'2018-11-29 10:01:59,'2018112900014934649,485756.39,1.73,6534968,0,0,,'2018112900106715795,0,118764,3,'2018-11-29 19:01:59
